,sg_uf,nm_municipio,nr_candidato,qt_votos_primeiro_turno,qt_votos_segundo_turno
630,AL,JACARÉ DOS HOMENS,15,104,0
631,AL,JACARÉ DOS HOMENS,16,0,0
632,AL,JACARÉ DOS HOMENS,21,0,0
633,AL,JACARÉ DOS HOMENS,22,610,651
634,AL,JACARÉ DOS HOMENS,27,1,0
635,AL,JACARÉ DOS HOMENS,30,4,0
636,AL,JACARÉ DOS HOMENS,44,21,0
637,AL,JACARÉ DOS HOMENS,80,0,0
638,AL,JACUÍPE,12,110,0
639,AL,JACUÍPE,13,2904,2722
640,AL,JACUÍPE,14,5,0
641,AL,JACUÍPE,15,96,0
642,AL,JACUÍPE,16,1,0
643,AL,JACUÍPE,21,0,0
644,AL,JACUÍPE,22,1107,1050
645,AL,JACUÍPE,27,0,0
646,AL,JACUÍPE,30,2,0
647,AL,JACUÍPE,44,12,0
648,AL,JACUÍPE,80,0,0
649,AL,JAPARATINGA,12,81,0
650,AL,JAPARATINGA,13,2426,2300
651,AL,JAPARATINGA,14,9,0
652,AL,JAPARATINGA,15,142,0
653,AL,JAPARATINGA,16,0,0
654,AL,JAPARATINGA,21,0,0
655,AL,JAPARATINGA,22,2754,2766
656,AL,JAPARATINGA,27,0,0
657,AL,JAPARATINGA,30,3,0
658,AL,JAPARATINGA,44,38,0
659,AL,JAPARATINGA,80,2,0
660,AL,JARAMATAIA,12,82,0
661,AL,JARAMATAIA,13,2843,2802
662,AL,JARAMATAIA,14,1,0
663,AL,JARAMATAIA,15,114,0
664,AL,JARAMATAIA,16,0,0
665,AL,JARAMATAIA,21,0,0
666,AL,JARAMATAIA,22,702,760
667,AL,JARAMATAIA,27,1,0
668,AL,JARAMATAIA,30,0,0
669,AL,JARAMATAIA,44,16,0
670,AL,JARAMATAIA,80,0,0
671,AL,JEQUIÁ DA PRAIA,12,144,0
672,AL,JEQUIÁ DA PRAIA,13,3064,2832
673,AL,JEQUIÁ DA PRAIA,14,3,0
674,AL,JEQUIÁ DA PRAIA,15,211,0
675,AL,JEQUIÁ DA PRAIA,16,0,0
676,AL,JEQUIÁ DA PRAIA,21,1,0
677,AL,JEQUIÁ DA PRAIA,22,2669,2854
678,AL,JEQUIÁ DA PRAIA,27,1,0
679,AL,JEQUIÁ DA PRAIA,30,4,0
680,AL,JEQUIÁ DA PRAIA,44,24,0
681,AL,JEQUIÁ DA PRAIA,80,2,0
682,AL,JOAQUIM GOMES,12,161,0
683,AL,JOAQUIM GOMES,13,7065,6755
684,AL,JOAQUIM GOMES,14,12,0
685,AL,JOAQUIM GOMES,15,330,0
686,AL,JOAQUIM GOMES,16,2,0
687,AL,JOAQUIM GOMES,21,8,0
688,AL,JOAQUIM GOMES,22,2685,2751
689,AL,JOAQUIM GOMES,27,0,0
690,AL,JOAQUIM GOMES,30,12,0
691,AL,JOAQUIM GOMES,44,45,0
692,AL,JOAQUIM GOMES,80,4,0
693,AL,JUNDIÁ,12,72,0
694,AL,JUNDIÁ,13,1899,1756
695,AL,JUNDIÁ,14,5,0
696,AL,JUNDIÁ,15,122,0
697,AL,JUNDIÁ,16,0,0
698,AL,JUNDIÁ,21,2,0
699,AL,JUNDIÁ,22,1037,1010
700,AL,JUNDIÁ,27,0,0
701,AL,JUNDIÁ,30,2,0
702,AL,JUNDIÁ,44,18,0
703,AL,JUNDIÁ,80,1,0
704,AL,JUNQUEIRO,12,471,0
705,AL,JUNQUEIRO,13,9073,9065
706,AL,JUNQUEIRO,14,17,0
707,AL,JUNQUEIRO,15,345,0
708,AL,JUNQUEIRO,16,1,0
709,AL,JUNQUEIRO,21,4,0
710,AL,JUNQUEIRO,22,4195,4665
711,AL,JUNQUEIRO,27,0,0
712,AL,JUNQUEIRO,30,22,0
713,AL,JUNQUEIRO,44,118,0
714,AL,JUNQUEIRO,80,0,0
715,AL,LAGOA DA CANOA,12,235,0
716,AL,LAGOA DA CANOA,13,8047,8000
717,AL,LAGOA DA CANOA,14,13,0
718,AL,LAGOA DA CANOA,15,311,0
719,AL,LAGOA DA CANOA,16,4,0
720,AL,LAGOA DA CANOA,21,4,0
721,AL,LAGOA DA CANOA,22,2722,3278
722,AL,LAGOA DA CANOA,27,2,0
723,AL,LAGOA DA CANOA,30,8,0
724,AL,LAGOA DA CANOA,44,87,0
725,AL,LAGOA DA CANOA,80,2,0
726,AL,LIMOEIRO DE ANADIA,12,330,0
727,AL,LIMOEIRO DE ANADIA,13,10502,10488
728,AL,LIMOEIRO DE ANADIA,14,109,0
729,AL,LIMOEIRO DE ANADIA,15,206,0
730,AL,LIMOEIRO DE ANADIA,16,0,0
731,AL,LIMOEIRO DE ANADIA,21,3,0
732,AL,LIMOEIRO DE ANADIA,22,2946,3331
733,AL,LIMOEIRO DE ANADIA,27,0,0
734,AL,LIMOEIRO DE ANADIA,30,3,0
735,AL,LIMOEIRO DE ANADIA,44,59,0
736,AL,LIMOEIRO DE ANADIA,80,0,0
737,AL,MACEIÓ,12,15549,0
738,AL,MACEIÓ,13,195714,204887
739,AL,MACEIÓ,14,1010,0
740,AL,MACEIÓ,15,25840,0
741,AL,MACEIÓ,16,120,0
742,AL,MACEIÓ,21,181,0
743,AL,MACEIÓ,22,240053,273549
744,AL,MACEIÓ,27,57,0
745,AL,MACEIÓ,30,1438,0
746,AL,MACEIÓ,44,3826,0
747,AL,MACEIÓ,80,287,0
748,AL,MAJOR ISIDORO,12,193,0
749,AL,MAJOR ISIDORO,13,7253,7106
750,AL,MAJOR ISIDORO,14,9,0
751,AL,MAJOR ISIDORO,15,392,0
752,AL,MAJOR ISIDORO,16,1,0
753,AL,MAJOR ISIDORO,21,1,0
754,AL,MAJOR ISIDORO,22,3012,3361
755,AL,MAJOR ISIDORO,27,2,0
756,AL,MAJOR ISIDORO,30,8,0
757,AL,MAJOR ISIDORO,44,46,0
758,AL,MAJOR ISIDORO,80,2,0
759,AL,MAR VERMELHO,12,64,0
760,AL,MAR VERMELHO,13,1942,1871
761,AL,MAR VERMELHO,14,2,0
762,AL,MAR VERMELHO,15,129,0
763,AL,MAR VERMELHO,16,0,0
764,AL,MAR VERMELHO,21,0,0
765,AL,MAR VERMELHO,22,659,752
766,AL,MAR VERMELHO,27,0,0
767,AL,MAR VERMELHO,30,3,0
768,AL,MAR VERMELHO,44,7,0
769,AL,MAR VERMELHO,80,0,0
770,AL,MARAGOGI,12,336,0
771,AL,MARAGOGI,13,6966,6924
772,AL,MARAGOGI,14,32,0
773,AL,MARAGOGI,15,410,0
774,AL,MARAGOGI,16,5,0
775,AL,MARAGOGI,21,3,0
776,AL,MARAGOGI,22,8865,9451
777,AL,MARAGOGI,27,2,0
778,AL,MARAGOGI,30,14,0
779,AL,MARAGOGI,44,97,0
780,AL,MARAGOGI,80,5,0
781,AL,MARAVILHA,12,193,0
782,AL,MARAVILHA,13,4282,4326
783,AL,MARAVILHA,14,8,0
784,AL,MARAVILHA,15,133,0
785,AL,MARAVILHA,16,0,0
786,AL,MARAVILHA,21,0,0
787,AL,MARAVILHA,22,1005,1122
788,AL,MARAVILHA,27,1,0
789,AL,MARAVILHA,30,1,0
790,AL,MARAVILHA,44,24,0
791,AL,MARAVILHA,80,0,0
792,AL,MARECHAL DEODORO,12,756,0
793,AL,MARECHAL DEODORO,13,13719,13267
794,AL,MARECHAL DEODORO,14,99,0
795,AL,MARECHAL DEODORO,15,1437,0
796,AL,MARECHAL DEODORO,16,11,0
797,AL,MARECHAL DEODORO,21,9,0
798,AL,MARECHAL DEODORO,22,15343,16560
799,AL,MARECHAL DEODORO,27,1,0
800,AL,MARECHAL DEODORO,30,46,0
801,AL,MARECHAL DEODORO,44,210,0
802,AL,MARECHAL DEODORO,80,10,0
803,AL,MARIBONDO,12,123,0
804,AL,MARIBONDO,13,4974,4770
805,AL,MARIBONDO,14,25,0
806,AL,MARIBONDO,15,250,0
807,AL,MARIBONDO,16,0,0
808,AL,MARIBONDO,21,4,0
809,AL,MARIBONDO,22,2356,2425
810,AL,MARIBONDO,27,1,0
811,AL,MARIBONDO,30,4,0
812,AL,MARIBONDO,44,34,0
813,AL,MARIBONDO,80,2,0
814,AL,MATA GRANDE,12,198,0
815,AL,MATA GRANDE,13,9432,9251
816,AL,MATA GRANDE,14,4,0
817,AL,MATA GRANDE,15,317,0
818,AL,MATA GRANDE,16,3,0
819,AL,MATA GRANDE,21,8,0
820,AL,MATA GRANDE,22,1814,1976
821,AL,MATA GRANDE,27,0,0
822,AL,MATA GRANDE,30,4,0
823,AL,MATA GRANDE,44,21,0
824,AL,MATA GRANDE,80,0,0
825,AL,MATRIZ DE CAMARAGIBE,12,242,0
826,AL,MATRIZ DE CAMARAGIBE,13,5531,5615
827,AL,MATRIZ DE CAMARAGIBE,14,36,0
828,AL,MATRIZ DE CAMARAGIBE,15,377,0
829,AL,MATRIZ DE CAMARAGIBE,16,0,0
830,AL,MATRIZ DE CAMARAGIBE,21,4,0
831,AL,MATRIZ DE CAMARAGIBE,22,6749,6803
832,AL,MATRIZ DE CAMARAGIBE,27,0,0
833,AL,MATRIZ DE CAMARAGIBE,30,11,0
834,AL,MATRIZ DE CAMARAGIBE,44,73,0
835,AL,MATRIZ DE CAMARAGIBE,80,3,0
836,AL,MESSIAS,12,172,0
837,AL,MESSIAS,13,5776,5542
838,AL,MESSIAS,14,21,0
839,AL,MESSIAS,15,289,0
840,AL,MESSIAS,16,0,0
841,AL,MESSIAS,21,2,0
842,AL,MESSIAS,22,3675,3936
843,AL,MESSIAS,27,0,0
844,AL,MESSIAS,30,5,0
845,AL,MESSIAS,44,62,0
846,AL,MESSIAS,80,3,0
847,AL,MINADOR DO NEGRÃO,12,86,0
848,AL,MINADOR DO NEGRÃO,13,2486,2489
849,AL,MINADOR DO NEGRÃO,14,18,0
850,AL,MINADOR DO NEGRÃO,15,141,0
851,AL,MINADOR DO NEGRÃO,16,3,0
852,AL,MINADOR DO NEGRÃO,21,0,0
853,AL,MINADOR DO NEGRÃO,22,793,880
854,AL,MINADOR DO NEGRÃO,27,1,0
855,AL,MINADOR DO NEGRÃO,30,0,0
856,AL,MINADOR DO NEGRÃO,44,15,0
857,AL,MINADOR DO NEGRÃO,80,0,0
858,AL,MONTEIRÓPOLIS,12,109,0
859,AL,MONTEIRÓPOLIS,13,3008,3086
860,AL,MONTEIRÓPOLIS,14,4,0
861,AL,MONTEIRÓPOLIS,15,234,0
862,AL,MONTEIRÓPOLIS,16,1,0
863,AL,MONTEIRÓPOLIS,21,2,0
864,AL,MONTEIRÓPOLIS,22,783,900
865,AL,MONTEIRÓPOLIS,27,0,0
866,AL,MONTEIRÓPOLIS,30,3,0
867,AL,MONTEIRÓPOLIS,44,23,0
868,AL,MONTEIRÓPOLIS,80,0,0
869,AL,MURICI,12,284,0
870,AL,MURICI,13,8770,8202
871,AL,MURICI,14,22,0
872,AL,MURICI,15,556,0
873,AL,MURICI,16,5,0
874,AL,MURICI,21,6,0
875,AL,MURICI,22,4630,4827
876,AL,MURICI,27,1,0
877,AL,MURICI,30,13,0
878,AL,MURICI,44,100,0
879,AL,MURICI,80,3,0
880,AL,NOVO LINO,12,157,0
881,AL,NOVO LINO,13,3437,3065
882,AL,NOVO LINO,14,17,0
883,AL,NOVO LINO,15,228,0
884,AL,NOVO LINO,16,3,0
885,AL,NOVO LINO,21,3,0
886,AL,NOVO LINO,22,3075,3067
887,AL,NOVO LINO,27,0,0
888,AL,NOVO LINO,30,1,0
889,AL,NOVO LINO,44,40,0
890,AL,NOVO LINO,80,0,0
891,AL,OLHO D'ÁGUA DAS FLORES,12,240,0
892,AL,OLHO D'ÁGUA DAS FLORES,13,7204,7232
893,AL,OLHO D'ÁGUA DAS FLORES,14,13,0
894,AL,OLHO D'ÁGUA DAS FLORES,15,416,0
895,AL,OLHO D'ÁGUA DAS FLORES,16,7,0
896,AL,OLHO D'ÁGUA DAS FLORES,21,0,0
897,AL,OLHO D'ÁGUA DAS FLORES,22,3652,3906
898,AL,OLHO D'ÁGUA DAS FLORES,27,1,0
899,AL,OLHO D'ÁGUA DAS FLORES,30,12,0
900,AL,OLHO D'ÁGUA DAS FLORES,44,42,0
901,AL,OLHO D'ÁGUA DAS FLORES,80,1,0
902,AL,OLHO D'ÁGUA DO CASADO,12,68,0
903,AL,OLHO D'ÁGUA DO CASADO,13,4522,4553
904,AL,OLHO D'ÁGUA DO CASADO,14,2,0
905,AL,OLHO D'ÁGUA DO CASADO,15,190,0
906,AL,OLHO D'ÁGUA DO CASADO,16,0,0
907,AL,OLHO D'ÁGUA DO CASADO,21,3,0
908,AL,OLHO D'ÁGUA DO CASADO,22,523,597
909,AL,OLHO D'ÁGUA DO CASADO,27,0,0
910,AL,OLHO D'ÁGUA DO CASADO,30,1,0
911,AL,OLHO D'ÁGUA DO CASADO,44,11,0
912,AL,OLHO D'ÁGUA DO CASADO,80,0,0
913,AL,OLHO D'ÁGUA GRANDE,12,48,0
914,AL,OLHO D'ÁGUA GRANDE,13,2689,2637
915,AL,OLHO D'ÁGUA GRANDE,14,2,0
916,AL,OLHO D'ÁGUA GRANDE,15,137,0
917,AL,OLHO D'ÁGUA GRANDE,16,0,0
918,AL,OLHO D'ÁGUA GRANDE,21,1,0
919,AL,OLHO D'ÁGUA GRANDE,22,557,557
920,AL,OLHO D'ÁGUA GRANDE,27,0,0
921,AL,OLHO D'ÁGUA GRANDE,30,0,0
922,AL,OLHO D'ÁGUA GRANDE,44,10,0
923,AL,OLHO D'ÁGUA GRANDE,80,0,0
924,AL,OLIVENÇA,12,141,0
925,AL,OLIVENÇA,13,5042,5074
926,AL,OLIVENÇA,14,8,0
927,AL,OLIVENÇA,15,279,0
928,AL,OLIVENÇA,16,0,0
929,AL,OLIVENÇA,21,0,0
930,AL,OLIVENÇA,22,1564,1675
931,AL,OLIVENÇA,27,0,0
932,AL,OLIVENÇA,30,1,0
933,AL,OLIVENÇA,44,38,0
934,AL,OLIVENÇA,80,2,0
935,AL,OURO BRANCO,12,153,0
936,AL,OURO BRANCO,13,5283,5393
937,AL,OURO BRANCO,14,6,0
938,AL,OURO BRANCO,15,197,0
939,AL,OURO BRANCO,16,1,0
940,AL,OURO BRANCO,21,2,0
941,AL,OURO BRANCO,22,1252,1416
942,AL,OURO BRANCO,27,0,0
943,AL,OURO BRANCO,30,4,0
944,AL,OURO BRANCO,44,61,0
945,AL,OURO BRANCO,80,0,0
946,AL,PALESTINA,12,78,0
947,AL,PALESTINA,13,2442,2354
948,AL,PALESTINA,14,2,0
949,AL,PALESTINA,15,151,0
950,AL,PALESTINA,16,2,0
951,AL,PALESTINA,21,1,0
952,AL,PALESTINA,22,600,658
953,AL,PALESTINA,27,0,0
954,AL,PALESTINA,30,3,0
955,AL,PALESTINA,44,22,0
956,AL,PALESTINA,80,2,0
957,AL,PALMEIRA DOS ÍNDIOS,12,1014,0
958,AL,PALMEIRA DOS ÍNDIOS,13,24549,23869
959,AL,PALMEIRA DOS ÍNDIOS,14,84,0
960,AL,PALMEIRA DOS ÍNDIOS,15,1204,0
961,AL,PALMEIRA DOS ÍNDIOS,16,2,0
962,AL,PALMEIRA DOS ÍNDIOS,21,13,0
963,AL,PALMEIRA DOS ÍNDIOS,22,12279,13468
964,AL,PALMEIRA DOS ÍNDIOS,27,4,0
965,AL,PALMEIRA DOS ÍNDIOS,30,42,0
966,AL,PALMEIRA DOS ÍNDIOS,44,180,0
967,AL,PALMEIRA DOS ÍNDIOS,80,8,0
968,AL,PARICONHA,12,129,0
969,AL,PARICONHA,13,5663,5771
970,AL,PARICONHA,14,5,0
971,AL,PARICONHA,15,207,0
972,AL,PARICONHA,16,2,0
973,AL,PARICONHA,21,0,0
974,AL,PARICONHA,22,495,562
975,AL,PARICONHA,27,0,0
976,AL,PARICONHA,30,3,0
977,AL,PARICONHA,44,6,0
978,AL,PARICONHA,80,0,0
979,AL,PARIPUEIRA,12,145,0
980,AL,PARIPUEIRA,13,3984,3742
981,AL,PARIPUEIRA,14,16,0
982,AL,PARIPUEIRA,15,376,0
983,AL,PARIPUEIRA,16,2,0
984,AL,PARIPUEIRA,21,2,0
985,AL,PARIPUEIRA,22,3924,4187
986,AL,PARIPUEIRA,27,1,0
987,AL,PARIPUEIRA,30,12,0
988,AL,PARIPUEIRA,44,55,0
989,AL,PARIPUEIRA,80,1,0
990,AL,PASSO DE CAMARAGIBE,12,143,0
991,AL,PASSO DE CAMARAGIBE,13,5249,5016
992,AL,PASSO DE CAMARAGIBE,14,8,0
993,AL,PASSO DE CAMARAGIBE,15,265,0
994,AL,PASSO DE CAMARAGIBE,16,1,0
995,AL,PASSO DE CAMARAGIBE,21,0,0
996,AL,PASSO DE CAMARAGIBE,22,3278,3388
997,AL,PASSO DE CAMARAGIBE,27,1,0
998,AL,PASSO DE CAMARAGIBE,30,4,0
999,AL,PASSO DE CAMARAGIBE,44,30,0
1000,AL,PASSO DE CAMARAGIBE,80,1,0
1001,AL,PAULO JACINTO,12,90,0
1002,AL,PAULO JACINTO,13,3234,3059
1003,AL,PAULO JACINTO,14,10,0
1004,AL,PAULO JACINTO,15,178,0
1005,AL,PAULO JACINTO,16,1,0
1006,AL,PAULO JACINTO,21,2,0
1007,AL,PAULO JACINTO,22,1147,1247
1008,AL,PAULO JACINTO,27,0,0
1009,AL,PAULO JACINTO,30,6,0
1010,AL,PAULO JACINTO,44,42,0
1011,AL,PAULO JACINTO,80,2,0
1012,AL,PENEDO,12,725,0
1013,AL,PENEDO,13,18665,18554
1014,AL,PENEDO,14,48,0
1015,AL,PENEDO,15,1013,0
1016,AL,PENEDO,16,4,0
1017,AL,PENEDO,21,10,0
1018,AL,PENEDO,22,9757,10513
1019,AL,PENEDO,27,1,0
1020,AL,PENEDO,30,17,0
1021,AL,PENEDO,44,123,0
1022,AL,PENEDO,80,2,0
1023,AL,PIAÇABUÇU,12,193,0
1024,AL,PIAÇABUÇU,13,6621,6131
1025,AL,PIAÇABUÇU,14,6,0
1026,AL,PIAÇABUÇU,15,289,0
1027,AL,PIAÇABUÇU,16,1,0
1028,AL,PIAÇABUÇU,21,4,0
1029,AL,PIAÇABUÇU,22,2830,3013
1030,AL,PIAÇABUÇU,27,0,0
1031,AL,PIAÇABUÇU,30,8,0
1032,AL,PIAÇABUÇU,44,41,0
1033,AL,PIAÇABUÇU,80,1,0
1034,AL,PILAR,12,434,0
1035,AL,PILAR,13,10993,11002
1036,AL,PILAR,14,35,0
1037,AL,PILAR,15,978,0
1038,AL,PILAR,16,6,0
1039,AL,PILAR,21,5,0
1040,AL,PILAR,22,7913,8763
1041,AL,PILAR,27,2,0
1042,AL,PILAR,30,16,0
1043,AL,PILAR,44,130,0
1044,AL,PILAR,80,7,0
1045,AL,PINDOBA,12,34,0
1046,AL,PINDOBA,13,1364,1261
1047,AL,PINDOBA,14,3,0
1048,AL,PINDOBA,15,50,0
1049,AL,PINDOBA,16,0,0
1050,AL,PINDOBA,21,1,0
1051,AL,PINDOBA,22,586,594
1052,AL,PINDOBA,27,0,0
1053,AL,PINDOBA,30,0,0
1054,AL,PINDOBA,44,7,0
1055,AL,PINDOBA,80,0,0
1056,AL,PIRANHAS,12,230,0
1057,AL,PIRANHAS,13,10900,11134
1058,AL,PIRANHAS,14,12,0
1059,AL,PIRANHAS,15,382,0
1060,AL,PIRANHAS,16,2,0
1061,AL,PIRANHAS,21,3,0
1062,AL,PIRANHAS,22,1800,1990
1063,AL,PIRANHAS,27,0,0
1064,AL,PIRANHAS,30,6,0
1065,AL,PIRANHAS,44,78,0
1066,AL,PIRANHAS,80,1,0
1067,AL,PORTO CALVO,12,353,0
1068,AL,PORTO CALVO,13,6865,6616
1069,AL,PORTO CALVO,14,27,0
1070,AL,PORTO CALVO,15,487,0
1071,AL,PORTO CALVO,16,1,0
1072,AL,PORTO CALVO,21,3,0
1073,AL,PORTO CALVO,22,7327,7277
1074,AL,PORTO CALVO,27,1,0
1075,AL,PORTO CALVO,30,5,0
1076,AL,PORTO CALVO,44,83,0
1077,AL,PORTO CALVO,80,0,0
1078,AL,PORTO DE PEDRAS,12,103,0
1079,AL,PORTO DE PEDRAS,13,2832,2725
1080,AL,PORTO DE PEDRAS,14,8,0
1081,AL,PORTO DE PEDRAS,15,160,0
1082,AL,PORTO DE PEDRAS,16,0,0
1083,AL,PORTO DE PEDRAS,21,0,0
1084,AL,PORTO DE PEDRAS,22,2235,2237
1085,AL,PORTO DE PEDRAS,27,0,0
1086,AL,PORTO DE PEDRAS,30,2,0
1087,AL,PORTO DE PEDRAS,44,25,0
1088,AL,PORTO DE PEDRAS,80,1,0
1089,AL,PORTO REAL DO COLÉGIO,12,188,0
1090,AL,PORTO REAL DO COLÉGIO,13,9354,9211
1091,AL,PORTO REAL DO COLÉGIO,14,10,0
1092,AL,PORTO REAL DO COLÉGIO,15,389,0
1093,AL,PORTO REAL DO COLÉGIO,16,2,0
1094,AL,PORTO REAL DO COLÉGIO,21,2,0
1095,AL,PORTO REAL DO COLÉGIO,22,2237,2405
1096,AL,PORTO REAL DO COLÉGIO,27,0,0
1097,AL,PORTO REAL DO COLÉGIO,30,4,0
1098,AL,PORTO REAL DO COLÉGIO,44,48,0
1099,AL,PORTO REAL DO COLÉGIO,80,0,0
1100,AL,POÇO DAS TRINCHEIRAS,12,195,0
1101,AL,POÇO DAS TRINCHEIRAS,13,6285,6302
1102,AL,POÇO DAS TRINCHEIRAS,14,28,0
1103,AL,POÇO DAS TRINCHEIRAS,15,253,0
1104,AL,POÇO DAS TRINCHEIRAS,16,1,0
1105,AL,POÇO DAS TRINCHEIRAS,21,1,0
1106,AL,POÇO DAS TRINCHEIRAS,22,880,1027
1107,AL,POÇO DAS TRINCHEIRAS,27,0,0
1108,AL,POÇO DAS TRINCHEIRAS,30,3,0
1109,AL,POÇO DAS TRINCHEIRAS,44,37,0
1110,AL,POÇO DAS TRINCHEIRAS,80,0,0
1111,AL,PÃO DE AÇÚCAR,12,279,0
1112,AL,PÃO DE AÇÚCAR,13,9991,9656
1113,AL,PÃO DE AÇÚCAR,14,13,0
1114,AL,PÃO DE AÇÚCAR,15,485,0
1115,AL,PÃO DE AÇÚCAR,16,4,0
1116,AL,PÃO DE AÇÚCAR,21,5,0
1117,AL,PÃO DE AÇÚCAR,22,2810,2966
1118,AL,PÃO DE AÇÚCAR,27,0,0
1119,AL,PÃO DE AÇÚCAR,30,4,0
1120,AL,PÃO DE AÇÚCAR,44,39,0
1121,AL,PÃO DE AÇÚCAR,80,2,0
1122,AL,QUEBRANGULO,12,159,0
1123,AL,QUEBRANGULO,13,5252,5173
1124,AL,QUEBRANGULO,14,9,0
1125,AL,QUEBRANGULO,15,177,0
1126,AL,QUEBRANGULO,16,0,0
1127,AL,QUEBRANGULO,21,3,0
1128,AL,QUEBRANGULO,22,1672,1733
1129,AL,QUEBRANGULO,27,1,0
1130,AL,QUEBRANGULO,30,1,0
1131,AL,QUEBRANGULO,44,49,0
1132,AL,QUEBRANGULO,80,0,0
1133,AL,RIO LARGO,12,1131,0
1134,AL,RIO LARGO,13,24603,24037
1135,AL,RIO LARGO,14,76,0
1136,AL,RIO LARGO,15,2046,0
1137,AL,RIO LARGO,16,4,0
1138,AL,RIO LARGO,21,9,0
1139,AL,RIO LARGO,22,20242,22173
1140,AL,RIO LARGO,27,3,0
1141,AL,RIO LARGO,30,63,0
1142,AL,RIO LARGO,44,294,0
1143,AL,RIO LARGO,80,18,0
1144,AL,ROTEIRO,12,90,0
1145,AL,ROTEIRO,13,2381,2250
1146,AL,ROTEIRO,14,9,0
1147,AL,ROTEIRO,15,126,0
1148,AL,ROTEIRO,16,0,0
1149,AL,ROTEIRO,21,1,0
1150,AL,ROTEIRO,22,1380,1462
1151,AL,ROTEIRO,27,0,0
1152,AL,ROTEIRO,30,4,0
1153,AL,ROTEIRO,44,47,0
1154,AL,ROTEIRO,80,2,0
1155,AL,SANTA LUZIA DO NORTE,12,73,0
1156,AL,SANTA LUZIA DO NORTE,13,3033,2859
1157,AL,SANTA LUZIA DO NORTE,14,3,0
1158,AL,SANTA LUZIA DO NORTE,15,170,0
1159,AL,SANTA LUZIA DO NORTE,16,0,0
1160,AL,SANTA LUZIA DO NORTE,21,0,0
1161,AL,SANTA LUZIA DO NORTE,22,1544,1753
1162,AL,SANTA LUZIA DO NORTE,27,0,0
1163,AL,SANTA LUZIA DO NORTE,30,11,0
1164,AL,SANTA LUZIA DO NORTE,44,23,0
1165,AL,SANTA LUZIA DO NORTE,80,4,0
1166,AL,SANTANA DO IPANEMA,12,552,0
1167,AL,SANTANA DO IPANEMA,13,17264,17056
1168,AL,SANTANA DO IPANEMA,14,22,0
1169,AL,SANTANA DO IPANEMA,15,793,0
1170,AL,SANTANA DO IPANEMA,16,5,0
1171,AL,SANTANA DO IPANEMA,21,5,0
1172,AL,SANTANA DO IPANEMA,22,5387,6028
1173,AL,SANTANA DO IPANEMA,27,0,0
1174,AL,SANTANA DO IPANEMA,30,24,0
1175,AL,SANTANA DO IPANEMA,44,118,0
1176,AL,SANTANA DO IPANEMA,80,3,0
1177,AL,SANTANA DO MUNDAÚ,12,160,0
1178,AL,SANTANA DO MUNDAÚ,13,4696,4843
1179,AL,SANTANA DO MUNDAÚ,14,30,0
1180,AL,SANTANA DO MUNDAÚ,15,167,0
1181,AL,SANTANA DO MUNDAÚ,16,0,0
1182,AL,SANTANA DO MUNDAÚ,21,0,0
1183,AL,SANTANA DO MUNDAÚ,22,1295,1438
1184,AL,SANTANA DO MUNDAÚ,27,1,0
1185,AL,SANTANA DO MUNDAÚ,30,8,0
1186,AL,SANTANA DO MUNDAÚ,44,35,0
1187,AL,SANTANA DO MUNDAÚ,80,0,0
1188,AL,SATUBA,12,245,0
1189,AL,SATUBA,13,4732,4646
1190,AL,SATUBA,14,17,0
1191,AL,SATUBA,15,416,0
1192,AL,SATUBA,16,2,0
1193,AL,SATUBA,21,1,0
1194,AL,SATUBA,22,4519,4973
1195,AL,SATUBA,27,2,0
1196,AL,SATUBA,30,7,0
1197,AL,SATUBA,44,79,0
1198,AL,SATUBA,80,8,0
1199,AL,SENADOR RUI PALMEIRA,12,122,0
1200,AL,SENADOR RUI PALMEIRA,13,5175,5282
1201,AL,SENADOR RUI PALMEIRA,14,8,0
1202,AL,SENADOR RUI PALMEIRA,15,304,0
1203,AL,SENADOR RUI PALMEIRA,16,1,0
1204,AL,SENADOR RUI PALMEIRA,21,0,0
1205,AL,SENADOR RUI PALMEIRA,22,867,1001
1206,AL,SENADOR RUI PALMEIRA,27,0,0
1207,AL,SENADOR RUI PALMEIRA,30,7,0
1208,AL,SENADOR RUI PALMEIRA,44,26,0
1209,AL,SENADOR RUI PALMEIRA,80,2,0
1210,AL,SÃO BRÁS,12,63,0
1211,AL,SÃO BRÁS,13,3630,3478
1212,AL,SÃO BRÁS,14,3,0
1213,AL,SÃO BRÁS,15,130,0
1214,AL,SÃO BRÁS,16,1,0
1215,AL,SÃO BRÁS,21,0,0
1216,AL,SÃO BRÁS,22,1218,1211
1217,AL,SÃO BRÁS,27,0,0
1218,AL,SÃO BRÁS,30,1,0
1219,AL,SÃO BRÁS,44,11,0
1220,AL,SÃO BRÁS,80,1,0
1221,AL,SÃO JOSÉ DA LAJE,12,256,0
1222,AL,SÃO JOSÉ DA LAJE,13,7207,7030
1223,AL,SÃO JOSÉ DA LAJE,14,24,0
1224,AL,SÃO JOSÉ DA LAJE,15,389,0
1225,AL,SÃO JOSÉ DA LAJE,16,2,0
1226,AL,SÃO JOSÉ DA LAJE,21,6,0
1227,AL,SÃO JOSÉ DA LAJE,22,4277,4825
1228,AL,SÃO JOSÉ DA LAJE,27,1,0
1229,AL,SÃO JOSÉ DA LAJE,30,3,0
1230,AL,SÃO JOSÉ DA LAJE,44,96,0
