,sg_uf,nm_municipio,nr_candidato,qt_votos_primeiro_turno,qt_votos_segundo_turno
46110,RS,NOVA CANDELÁRIA,44,17,0
46111,RS,NOVA CANDELÁRIA,80,0,0
46112,RS,NOVA ESPERANÇA DO SUL,12,124,0
46113,RS,NOVA ESPERANÇA DO SUL,13,1493,1558
46114,RS,NOVA ESPERANÇA DO SUL,14,1,0
46115,RS,NOVA ESPERANÇA DO SUL,15,159,0
46116,RS,NOVA ESPERANÇA DO SUL,16,0,0
46117,RS,NOVA ESPERANÇA DO SUL,21,0,0
46118,RS,NOVA ESPERANÇA DO SUL,22,1544,1784
46119,RS,NOVA ESPERANÇA DO SUL,27,1,0
46120,RS,NOVA ESPERANÇA DO SUL,30,5,0
46121,RS,NOVA ESPERANÇA DO SUL,44,11,0
46122,RS,NOVA ESPERANÇA DO SUL,80,3,0
46123,RS,NOVA HARTZ,12,278,0
46124,RS,NOVA HARTZ,13,4634,4602
46125,RS,NOVA HARTZ,14,7,0
46126,RS,NOVA HARTZ,15,425,0
46127,RS,NOVA HARTZ,16,1,0
46128,RS,NOVA HARTZ,21,4,0
46129,RS,NOVA HARTZ,22,6476,7367
46130,RS,NOVA HARTZ,27,3,0
46131,RS,NOVA HARTZ,30,62,0
46132,RS,NOVA HARTZ,44,30,0
46133,RS,NOVA HARTZ,80,3,0
46134,RS,NOVA PALMA,12,115,0
46135,RS,NOVA PALMA,13,1766,1888
46136,RS,NOVA PALMA,14,2,0
46137,RS,NOVA PALMA,15,359,0
46138,RS,NOVA PALMA,16,0,0
46139,RS,NOVA PALMA,21,2,0
46140,RS,NOVA PALMA,22,1958,2340
46141,RS,NOVA PALMA,27,0,0
46142,RS,NOVA PALMA,30,23,0
46143,RS,NOVA PALMA,44,20,0
46144,RS,NOVA PALMA,80,1,0
46145,RS,NOVA PETRÓPOLIS,12,429,0
46146,RS,NOVA PETRÓPOLIS,13,3091,3311
46147,RS,NOVA PETRÓPOLIS,14,12,0
46148,RS,NOVA PETRÓPOLIS,15,753,0
46149,RS,NOVA PETRÓPOLIS,16,3,0
46150,RS,NOVA PETRÓPOLIS,21,2,0
46151,RS,NOVA PETRÓPOLIS,22,9419,10456
46152,RS,NOVA PETRÓPOLIS,27,1,0
46153,RS,NOVA PETRÓPOLIS,30,163,0
46154,RS,NOVA PETRÓPOLIS,44,69,0
46155,RS,NOVA PETRÓPOLIS,80,2,0
46156,RS,NOVA PRATA,12,349,0
46157,RS,NOVA PRATA,13,3338,3572
46158,RS,NOVA PRATA,14,10,0
46159,RS,NOVA PRATA,15,717,0
46160,RS,NOVA PRATA,16,2,0
46161,RS,NOVA PRATA,21,6,0
46162,RS,NOVA PRATA,22,10810,11957
46163,RS,NOVA PRATA,27,2,0
46164,RS,NOVA PRATA,30,111,0
46165,RS,NOVA PRATA,44,56,0
46166,RS,NOVA PRATA,80,4,0
46167,RS,NOVA PÁDUA,12,28,0
46168,RS,NOVA PÁDUA,13,206,225
46169,RS,NOVA PÁDUA,14,2,0
46170,RS,NOVA PÁDUA,15,53,0
46171,RS,NOVA PÁDUA,16,0,0
46172,RS,NOVA PÁDUA,21,0,0
46173,RS,NOVA PÁDUA,22,1672,1819
46174,RS,NOVA PÁDUA,27,1,0
46175,RS,NOVA PÁDUA,30,25,0
46176,RS,NOVA PÁDUA,44,3,0
46177,RS,NOVA PÁDUA,80,1,0
46178,RS,NOVA RAMADA,12,36,0
46179,RS,NOVA RAMADA,13,636,658
46180,RS,NOVA RAMADA,14,3,0
46181,RS,NOVA RAMADA,15,96,0
46182,RS,NOVA RAMADA,16,1,0
46183,RS,NOVA RAMADA,21,0,0
46184,RS,NOVA RAMADA,22,903,1053
46185,RS,NOVA RAMADA,27,0,0
46186,RS,NOVA RAMADA,30,5,0
46187,RS,NOVA RAMADA,44,5,0
46188,RS,NOVA RAMADA,80,0,0
46189,RS,NOVA ROMA DO SUL,12,40,0
46190,RS,NOVA ROMA DO SUL,13,567,588
46191,RS,NOVA ROMA DO SUL,14,2,0
46192,RS,NOVA ROMA DO SUL,15,113,0
46193,RS,NOVA ROMA DO SUL,16,0,0
46194,RS,NOVA ROMA DO SUL,21,0,0
46195,RS,NOVA ROMA DO SUL,22,1814,2041
46196,RS,NOVA ROMA DO SUL,27,0,0
46197,RS,NOVA ROMA DO SUL,30,15,0
46198,RS,NOVA ROMA DO SUL,44,13,0
46199,RS,NOVA ROMA DO SUL,80,0,0
46200,RS,NOVA SANTA RITA,12,388,0
46201,RS,NOVA SANTA RITA,13,6538,6473
46202,RS,NOVA SANTA RITA,14,7,0
46203,RS,NOVA SANTA RITA,15,517,0
46204,RS,NOVA SANTA RITA,16,0,0
46205,RS,NOVA SANTA RITA,21,9,0
46206,RS,NOVA SANTA RITA,22,7164,8152
46207,RS,NOVA SANTA RITA,27,1,0
46208,RS,NOVA SANTA RITA,30,61,0
46209,RS,NOVA SANTA RITA,44,50,0
46210,RS,NOVA SANTA RITA,80,4,0
46211,RS,NOVO BARREIRO,12,56,0
46212,RS,NOVO BARREIRO,13,1591,1595
46213,RS,NOVO BARREIRO,14,3,0
46214,RS,NOVO BARREIRO,15,48,0
46215,RS,NOVO BARREIRO,16,1,0
46216,RS,NOVO BARREIRO,21,0,0
46217,RS,NOVO BARREIRO,22,1333,1471
46218,RS,NOVO BARREIRO,27,0,0
46219,RS,NOVO BARREIRO,30,6,0
46220,RS,NOVO BARREIRO,44,4,0
46221,RS,NOVO BARREIRO,80,0,0
46222,RS,NOVO CABRAIS,12,64,0
46223,RS,NOVO CABRAIS,13,1214,1197
46224,RS,NOVO CABRAIS,14,3,0
46225,RS,NOVO CABRAIS,15,108,0
46226,RS,NOVO CABRAIS,16,0,0
46227,RS,NOVO CABRAIS,21,2,0
46228,RS,NOVO CABRAIS,22,1565,1741
46229,RS,NOVO CABRAIS,27,2,0
46230,RS,NOVO CABRAIS,30,4,0
46231,RS,NOVO CABRAIS,44,15,0
46232,RS,NOVO CABRAIS,80,0,0
46233,RS,NOVO HAMBURGO,12,3811,0
46234,RS,NOVO HAMBURGO,13,42801,44134
46235,RS,NOVO HAMBURGO,14,62,0
46236,RS,NOVO HAMBURGO,15,5905,0
46237,RS,NOVO HAMBURGO,16,36,0
46238,RS,NOVO HAMBURGO,21,39,0
46239,RS,NOVO HAMBURGO,22,84976,95799
46240,RS,NOVO HAMBURGO,27,17,0
46241,RS,NOVO HAMBURGO,30,1242,0
46242,RS,NOVO HAMBURGO,44,511,0
46243,RS,NOVO HAMBURGO,80,41,0
46244,RS,NOVO MACHADO,12,46,0
46245,RS,NOVO MACHADO,13,941,938
46246,RS,NOVO MACHADO,14,0,0
46247,RS,NOVO MACHADO,15,72,0
46248,RS,NOVO MACHADO,16,0,0
46249,RS,NOVO MACHADO,21,0,0
46250,RS,NOVO MACHADO,22,1544,1693
46251,RS,NOVO MACHADO,27,1,0
46252,RS,NOVO MACHADO,30,11,0
46253,RS,NOVO MACHADO,44,6,0
46254,RS,NOVO MACHADO,80,0,0
46255,RS,NOVO TIRADENTES,12,45,0
46256,RS,NOVO TIRADENTES,13,799,815
46257,RS,NOVO TIRADENTES,14,0,0
46258,RS,NOVO TIRADENTES,15,77,0
46259,RS,NOVO TIRADENTES,16,1,0
46260,RS,NOVO TIRADENTES,21,0,0
46261,RS,NOVO TIRADENTES,22,574,686
46262,RS,NOVO TIRADENTES,27,0,0
46263,RS,NOVO TIRADENTES,30,6,0
46264,RS,NOVO TIRADENTES,44,2,0
46265,RS,NOVO TIRADENTES,80,0,0
46266,RS,NOVO XINGU,12,65,0
46267,RS,NOVO XINGU,13,617,649
46268,RS,NOVO XINGU,14,0,0
46269,RS,NOVO XINGU,15,52,0
46270,RS,NOVO XINGU,16,0,0
46271,RS,NOVO XINGU,21,0,0
46272,RS,NOVO XINGU,22,558,665
46273,RS,NOVO XINGU,27,0,0
46274,RS,NOVO XINGU,30,2,0
46275,RS,NOVO XINGU,44,6,0
46276,RS,NOVO XINGU,80,0,0
46277,RS,NÃO-ME-TOQUE,12,175,0
46278,RS,NÃO-ME-TOQUE,13,3489,3315
46279,RS,NÃO-ME-TOQUE,14,5,0
46280,RS,NÃO-ME-TOQUE,15,392,0
46281,RS,NÃO-ME-TOQUE,16,3,0
46282,RS,NÃO-ME-TOQUE,21,2,0
46283,RS,NÃO-ME-TOQUE,22,6727,7522
46284,RS,NÃO-ME-TOQUE,27,0,0
46285,RS,NÃO-ME-TOQUE,30,58,0
46286,RS,NÃO-ME-TOQUE,44,30,0
46287,RS,NÃO-ME-TOQUE,80,1,0
46288,RS,OSÓRIO,12,1184,0
46289,RS,OSÓRIO,13,13015,13612
46290,RS,OSÓRIO,14,19,0
46291,RS,OSÓRIO,15,1406,0
46292,RS,OSÓRIO,16,5,0
46293,RS,OSÓRIO,21,6,0
46294,RS,OSÓRIO,22,12300,14629
46295,RS,OSÓRIO,27,2,0
46296,RS,OSÓRIO,30,124,0
46297,RS,OSÓRIO,44,112,0
46298,RS,OSÓRIO,80,4,0
46299,RS,PAIM FILHO,12,17,0
46300,RS,PAIM FILHO,13,1521,1484
46301,RS,PAIM FILHO,14,3,0
46302,RS,PAIM FILHO,15,53,0
46303,RS,PAIM FILHO,16,0,0
46304,RS,PAIM FILHO,21,0,0
46305,RS,PAIM FILHO,22,1537,1720
46306,RS,PAIM FILHO,27,0,0
46307,RS,PAIM FILHO,30,8,0
46308,RS,PAIM FILHO,44,6,0
46309,RS,PAIM FILHO,80,0,0
46310,RS,PALMARES DO SUL,12,280,0
46311,RS,PALMARES DO SUL,13,3445,3498
46312,RS,PALMARES DO SUL,14,3,0
46313,RS,PALMARES DO SUL,15,473,0
46314,RS,PALMARES DO SUL,16,0,0
46315,RS,PALMARES DO SUL,21,2,0
46316,RS,PALMARES DO SUL,22,3658,4318
46317,RS,PALMARES DO SUL,27,1,0
46318,RS,PALMARES DO SUL,30,28,0
46319,RS,PALMARES DO SUL,44,19,0
46320,RS,PALMARES DO SUL,80,1,0
46321,RS,PALMEIRA DAS MISSÕES,12,616,0
46322,RS,PALMEIRA DAS MISSÕES,13,9066,8979
46323,RS,PALMEIRA DAS MISSÕES,14,4,0
46324,RS,PALMEIRA DAS MISSÕES,15,461,0
46325,RS,PALMEIRA DAS MISSÕES,16,1,0
46326,RS,PALMEIRA DAS MISSÕES,21,7,0
46327,RS,PALMEIRA DAS MISSÕES,22,9062,10337
46328,RS,PALMEIRA DAS MISSÕES,27,1,0
46329,RS,PALMEIRA DAS MISSÕES,30,68,0
46330,RS,PALMEIRA DAS MISSÕES,44,33,0
46331,RS,PALMEIRA DAS MISSÕES,80,5,0
46332,RS,PALMITINHO,12,139,0
46333,RS,PALMITINHO,13,2701,2692
46334,RS,PALMITINHO,14,3,0
46335,RS,PALMITINHO,15,201,0
46336,RS,PALMITINHO,16,0,0
46337,RS,PALMITINHO,21,0,0
46338,RS,PALMITINHO,22,1883,2215
46339,RS,PALMITINHO,27,0,0
46340,RS,PALMITINHO,30,9,0
46341,RS,PALMITINHO,44,20,0
46342,RS,PALMITINHO,80,0,0
46343,RS,PANAMBI,12,619,0
46344,RS,PANAMBI,13,7730,7749
46345,RS,PANAMBI,14,6,0
46346,RS,PANAMBI,15,881,0
46347,RS,PANAMBI,16,1,0
46348,RS,PANAMBI,21,10,0
46349,RS,PANAMBI,22,16366,18425
46350,RS,PANAMBI,27,3,0
46351,RS,PANAMBI,30,114,0
46352,RS,PANAMBI,44,69,0
46353,RS,PANAMBI,80,0,0
46354,RS,PANTANO GRANDE,12,115,0
46355,RS,PANTANO GRANDE,13,3814,3725
46356,RS,PANTANO GRANDE,14,4,0
46357,RS,PANTANO GRANDE,15,287,0
46358,RS,PANTANO GRANDE,16,0,0
46359,RS,PANTANO GRANDE,21,2,0
46360,RS,PANTANO GRANDE,22,2225,2643
46361,RS,PANTANO GRANDE,27,1,0
46362,RS,PANTANO GRANDE,30,14,0
46363,RS,PANTANO GRANDE,44,16,0
46364,RS,PANTANO GRANDE,80,2,0
46365,RS,PARAÍ,12,62,0
46366,RS,PARAÍ,13,1133,1233
46367,RS,PARAÍ,14,5,0
46368,RS,PARAÍ,15,325,0
46369,RS,PARAÍ,16,0,0
46370,RS,PARAÍ,21,0,0
46371,RS,PARAÍ,22,3410,3888
46372,RS,PARAÍ,27,1,0
46373,RS,PARAÍ,30,40,0
46374,RS,PARAÍ,44,17,0
46375,RS,PARAÍ,80,1,0
46376,RS,PARAÍSO DO SUL,12,119,0
46377,RS,PARAÍSO DO SUL,13,1696,1662
46378,RS,PARAÍSO DO SUL,14,3,0
46379,RS,PARAÍSO DO SUL,15,210,0
46380,RS,PARAÍSO DO SUL,16,0,0
46381,RS,PARAÍSO DO SUL,21,1,0
46382,RS,PARAÍSO DO SUL,22,2371,2758
46383,RS,PARAÍSO DO SUL,27,1,0
46384,RS,PARAÍSO DO SUL,30,13,0
46385,RS,PARAÍSO DO SUL,44,19,0
46386,RS,PARAÍSO DO SUL,80,0,0
46387,RS,PARECI NOVO,12,68,0
46388,RS,PARECI NOVO,13,649,680
46389,RS,PARECI NOVO,14,1,0
46390,RS,PARECI NOVO,15,149,0
46391,RS,PARECI NOVO,16,0,0
46392,RS,PARECI NOVO,21,0,0
46393,RS,PARECI NOVO,22,1886,2107
46394,RS,PARECI NOVO,27,0,0
46395,RS,PARECI NOVO,30,18,0
46396,RS,PARECI NOVO,44,4,0
46397,RS,PARECI NOVO,80,0,0
46398,RS,PAROBÉ,12,832,0
46399,RS,PAROBÉ,13,11353,11312
46400,RS,PAROBÉ,14,14,0
46401,RS,PAROBÉ,15,987,0
46402,RS,PAROBÉ,16,2,0
46403,RS,PAROBÉ,21,5,0
46404,RS,PAROBÉ,22,17795,20009
46405,RS,PAROBÉ,27,2,0
46406,RS,PAROBÉ,30,156,0
46407,RS,PAROBÉ,44,94,0
46408,RS,PAROBÉ,80,3,0
46409,RS,PASSA SETE,12,83,0
46410,RS,PASSA SETE,13,1524,1523
46411,RS,PASSA SETE,14,4,0
46412,RS,PASSA SETE,15,116,0
46413,RS,PASSA SETE,16,0,0
46414,RS,PASSA SETE,21,0,0
46415,RS,PASSA SETE,22,1286,1507
46416,RS,PASSA SETE,27,1,0
46417,RS,PASSA SETE,30,8,0
46418,RS,PASSA SETE,44,14,0
46419,RS,PASSA SETE,80,0,0
46420,RS,PASSO DO SOBRADO,12,107,0
46421,RS,PASSO DO SOBRADO,13,1907,1876
46422,RS,PASSO DO SOBRADO,14,4,0
46423,RS,PASSO DO SOBRADO,15,116,0
46424,RS,PASSO DO SOBRADO,16,0,0
46425,RS,PASSO DO SOBRADO,21,1,0
46426,RS,PASSO DO SOBRADO,22,2052,2324
46427,RS,PASSO DO SOBRADO,27,1,0
46428,RS,PASSO DO SOBRADO,30,9,0
46429,RS,PASSO DO SOBRADO,44,9,0
46430,RS,PASSO DO SOBRADO,80,1,0
46431,RS,PASSO FUNDO,12,3237,0
46432,RS,PASSO FUNDO,13,49826,51070
46433,RS,PASSO FUNDO,14,65,0
46434,RS,PASSO FUNDO,15,5280,0
46435,RS,PASSO FUNDO,16,35,0
46436,RS,PASSO FUNDO,21,20,0
46437,RS,PASSO FUNDO,22,58099,66922
46438,RS,PASSO FUNDO,27,14,0
46439,RS,PASSO FUNDO,30,724,0
46440,RS,PASSO FUNDO,44,395,0
46441,RS,PASSO FUNDO,80,45,0
46442,RS,PAULO BENTO,12,28,0
46443,RS,PAULO BENTO,13,564,610
46444,RS,PAULO BENTO,14,0,0
46445,RS,PAULO BENTO,15,121,0
46446,RS,PAULO BENTO,16,0,0
46447,RS,PAULO BENTO,21,0,0
46448,RS,PAULO BENTO,22,1050,1181
46449,RS,PAULO BENTO,27,0,0
46450,RS,PAULO BENTO,30,6,0
46451,RS,PAULO BENTO,44,6,0
46452,RS,PAULO BENTO,80,0,0
46453,RS,PAVERAMA,12,78,0
46454,RS,PAVERAMA,13,1895,1858
46455,RS,PAVERAMA,14,2,0
46456,RS,PAVERAMA,15,176,0
46457,RS,PAVERAMA,16,0,0
46458,RS,PAVERAMA,21,1,0
46459,RS,PAVERAMA,22,2526,2788
46460,RS,PAVERAMA,27,1,0
46461,RS,PAVERAMA,30,13,0
46462,RS,PAVERAMA,44,7,0
46463,RS,PAVERAMA,80,1,0
46464,RS,PEDRAS ALTAS,12,35,0
46465,RS,PEDRAS ALTAS,13,1006,997
46466,RS,PEDRAS ALTAS,14,0,0
46467,RS,PEDRAS ALTAS,15,73,0
46468,RS,PEDRAS ALTAS,16,0,0
46469,RS,PEDRAS ALTAS,21,0,0
46470,RS,PEDRAS ALTAS,22,418,508
46471,RS,PEDRAS ALTAS,27,0,0
46472,RS,PEDRAS ALTAS,30,1,0
46473,RS,PEDRAS ALTAS,44,2,0
46474,RS,PEDRAS ALTAS,80,0,0
46475,RS,PEDRO OSÓRIO,12,167,0
46476,RS,PEDRO OSÓRIO,13,3334,3373
46477,RS,PEDRO OSÓRIO,14,3,0
46478,RS,PEDRO OSÓRIO,15,282,0
46479,RS,PEDRO OSÓRIO,16,0,0
46480,RS,PEDRO OSÓRIO,21,2,0
46481,RS,PEDRO OSÓRIO,22,1415,1706
46482,RS,PEDRO OSÓRIO,27,1,0
46483,RS,PEDRO OSÓRIO,30,17,0
46484,RS,PEDRO OSÓRIO,44,12,0
46485,RS,PEDRO OSÓRIO,80,5,0
46486,RS,PEJUÇARA,12,35,0
46487,RS,PEJUÇARA,13,1008,983
46488,RS,PEJUÇARA,14,2,0
46489,RS,PEJUÇARA,15,87,0
46490,RS,PEJUÇARA,16,1,0
46491,RS,PEJUÇARA,21,1,0
46492,RS,PEJUÇARA,22,1412,1567
46493,RS,PEJUÇARA,27,0,0
46494,RS,PEJUÇARA,30,6,0
46495,RS,PEJUÇARA,44,4,0
46496,RS,PEJUÇARA,80,1,0
46497,RS,PELOTAS,12,7136,0
46498,RS,PELOTAS,13,100306,107854
46499,RS,PELOTAS,14,153,0
46500,RS,PELOTAS,15,13134,0
46501,RS,PELOTAS,16,42,0
46502,RS,PELOTAS,21,108,0
46503,RS,PELOTAS,22,70445,83962
46504,RS,PELOTAS,27,24,0
46505,RS,PELOTAS,30,1171,0
46506,RS,PELOTAS,44,926,0
46507,RS,PELOTAS,80,107,0
46508,RS,PICADA CAFÉ,12,112,0
46509,RS,PICADA CAFÉ,13,985,1006
46510,RS,PICADA CAFÉ,14,0,0
46511,RS,PICADA CAFÉ,15,229,0
46512,RS,PICADA CAFÉ,16,3,0
46513,RS,PICADA CAFÉ,21,4,0
46514,RS,PICADA CAFÉ,22,2253,2628
46515,RS,PICADA CAFÉ,27,0,0
46516,RS,PICADA CAFÉ,30,51,0
46517,RS,PICADA CAFÉ,44,18,0
46518,RS,PICADA CAFÉ,80,0,0
46519,RS,PINHAL,12,68,0
46520,RS,PINHAL,13,783,813
46521,RS,PINHAL,14,0,0
46522,RS,PINHAL,15,154,0
46523,RS,PINHAL,16,0,0
46524,RS,PINHAL,21,0,0
46525,RS,PINHAL,22,933,1106
46526,RS,PINHAL,27,0,0
46527,RS,PINHAL,30,3,0
46528,RS,PINHAL,44,3,0
46529,RS,PINHAL,80,0,0
46530,RS,PINHAL DA SERRA,12,32,0
46531,RS,PINHAL DA SERRA,13,773,822
46532,RS,PINHAL DA SERRA,14,0,0
46533,RS,PINHAL DA SERRA,15,127,0
46534,RS,PINHAL DA SERRA,16,0,0
46535,RS,PINHAL DA SERRA,21,0,0
46536,RS,PINHAL DA SERRA,22,901,1048
46537,RS,PINHAL DA SERRA,27,0,0
46538,RS,PINHAL DA SERRA,30,6,0
46539,RS,PINHAL DA SERRA,44,3,0
46540,RS,PINHAL DA SERRA,80,0,0
46541,RS,PINHAL GRANDE,12,60,0
46542,RS,PINHAL GRANDE,13,1477,1540
46543,RS,PINHAL GRANDE,14,0,0
46544,RS,PINHAL GRANDE,15,168,0
46545,RS,PINHAL GRANDE,16,0,0
46546,RS,PINHAL GRANDE,21,0,0
46547,RS,PINHAL GRANDE,22,1123,1319
46548,RS,PINHAL GRANDE,27,0,0
46549,RS,PINHAL GRANDE,30,5,0
46550,RS,PINHAL GRANDE,44,8,0
46551,RS,PINHAL GRANDE,80,0,0
46552,RS,PINHEIRINHO DO VALE,12,70,0
46553,RS,PINHEIRINHO DO VALE,13,1439,1421
46554,RS,PINHEIRINHO DO VALE,14,3,0
46555,RS,PINHEIRINHO DO VALE,15,103,0
46556,RS,PINHEIRINHO DO VALE,16,0,0
46557,RS,PINHEIRINHO DO VALE,21,0,0
46558,RS,PINHEIRINHO DO VALE,22,1416,1569
46559,RS,PINHEIRINHO DO VALE,27,0,0
46560,RS,PINHEIRINHO DO VALE,30,10,0
46561,RS,PINHEIRINHO DO VALE,44,9,0
46562,RS,PINHEIRINHO DO VALE,80,0,0
46563,RS,PINHEIRO MACHADO,12,283,0
46564,RS,PINHEIRO MACHADO,13,4610,4774
46565,RS,PINHEIRO MACHADO,14,5,0
46566,RS,PINHEIRO MACHADO,15,391,0
46567,RS,PINHEIRO MACHADO,16,2,0
46568,RS,PINHEIRO MACHADO,21,0,0
46569,RS,PINHEIRO MACHADO,22,1897,2335
46570,RS,PINHEIRO MACHADO,27,1,0
46571,RS,PINHEIRO MACHADO,30,30,0
46572,RS,PINHEIRO MACHADO,44,34,0
46573,RS,PINHEIRO MACHADO,80,1,0
46574,RS,PINTO BANDEIRA,12,50,0
46575,RS,PINTO BANDEIRA,13,332,332
46576,RS,PINTO BANDEIRA,14,2,0
46577,RS,PINTO BANDEIRA,15,74,0
46578,RS,PINTO BANDEIRA,16,0,0
46579,RS,PINTO BANDEIRA,21,1,0
46580,RS,PINTO BANDEIRA,22,1486,1677
46581,RS,PINTO BANDEIRA,27,0,0
46582,RS,PINTO BANDEIRA,30,14,0
46583,RS,PINTO BANDEIRA,44,6,0
46584,RS,PINTO BANDEIRA,80,0,0
46585,RS,PIRAPÓ,12,28,0
46586,RS,PIRAPÓ,13,950,976
46587,RS,PIRAPÓ,14,0,0
46588,RS,PIRAPÓ,15,125,0
46589,RS,PIRAPÓ,16,1,0
46590,RS,PIRAPÓ,21,0,0
46591,RS,PIRAPÓ,22,552,708
46592,RS,PIRAPÓ,27,0,0
46593,RS,PIRAPÓ,30,2,0
46594,RS,PIRAPÓ,44,1,0
46595,RS,PIRAPÓ,80,0,0
46596,RS,PIRATINI,12,318,0
46597,RS,PIRATINI,13,6911,7105
46598,RS,PIRATINI,14,2,0
46599,RS,PIRATINI,15,620,0
46600,RS,PIRATINI,16,1,0
46601,RS,PIRATINI,21,2,0
46602,RS,PIRATINI,22,3443,4180
46603,RS,PIRATINI,27,1,0
46604,RS,PIRATINI,30,24,0
46605,RS,PIRATINI,44,31,0
46606,RS,PIRATINI,80,2,0
46607,RS,PLANALTO,12,152,0
46608,RS,PLANALTO,13,2806,2779
46609,RS,PLANALTO,14,4,0
46610,RS,PLANALTO,15,142,0
46611,RS,PLANALTO,16,3,0
46612,RS,PLANALTO,21,1,0
46613,RS,PLANALTO,22,3066,3448
46614,RS,PLANALTO,27,1,0
46615,RS,PLANALTO,30,13,0
46616,RS,PLANALTO,44,11,0
46617,RS,PLANALTO,80,0,0
46618,RS,PONTE PRETA,12,24,0
46619,RS,PONTE PRETA,13,464,505
46620,RS,PONTE PRETA,14,1,0
46621,RS,PONTE PRETA,15,143,0
46622,RS,PONTE PRETA,16,1,0
46623,RS,PONTE PRETA,21,0,0
46624,RS,PONTE PRETA,22,891,1020
46625,RS,PONTE PRETA,27,0,0
46626,RS,PONTE PRETA,30,6,0
46627,RS,PONTE PRETA,44,7,0
46628,RS,PONTE PRETA,80,0,0
46629,RS,PONTÃO,12,49,0
46630,RS,PONTÃO,13,1367,1370
46631,RS,PONTÃO,14,3,0
46632,RS,PONTÃO,15,69,0
46633,RS,PONTÃO,16,0,0
46634,RS,PONTÃO,21,0,0
46635,RS,PONTÃO,22,1258,1428
46636,RS,PONTÃO,27,0,0
46637,RS,PONTÃO,30,2,0
46638,RS,PONTÃO,44,9,0
46639,RS,PONTÃO,80,0,0
46640,RS,PORTO ALEGRE,12,32531,0
46641,RS,PORTO ALEGRE,13,412553,437798
46642,RS,PORTO ALEGRE,14,498,0
46643,RS,PORTO ALEGRE,15,45455,0
46644,RS,PORTO ALEGRE,16,343,0
46645,RS,PORTO ALEGRE,21,522,0
46646,RS,PORTO ALEGRE,22,323857,380499
46647,RS,PORTO ALEGRE,27,163,0
46648,RS,PORTO ALEGRE,30,8034,0
46649,RS,PORTO ALEGRE,44,3411,0
46650,RS,PORTO ALEGRE,80,626,0
46651,RS,PORTO LUCENA,12,108,0
46652,RS,PORTO LUCENA,13,1452,1472
46653,RS,PORTO LUCENA,14,2,0
46654,RS,PORTO LUCENA,15,132,0
46655,RS,PORTO LUCENA,16,0,0
46656,RS,PORTO LUCENA,21,1,0
46657,RS,PORTO LUCENA,22,1435,1681
46658,RS,PORTO LUCENA,27,0,0
46659,RS,PORTO LUCENA,30,6,0
46660,RS,PORTO LUCENA,44,13,0
46661,RS,PORTO LUCENA,80,0,0
46662,RS,PORTO MAUÁ,12,32,0
46663,RS,PORTO MAUÁ,13,644,656
46664,RS,PORTO MAUÁ,14,1,0
46665,RS,PORTO MAUÁ,15,51,0
46666,RS,PORTO MAUÁ,16,0,0
46667,RS,PORTO MAUÁ,21,0,0
46668,RS,PORTO MAUÁ,22,1086,1189
46669,RS,PORTO MAUÁ,27,0,0
46670,RS,PORTO MAUÁ,30,6,0
46671,RS,PORTO MAUÁ,44,8,0
46672,RS,PORTO MAUÁ,80,0,0
46673,RS,PORTO VERA CRUZ,12,28,0
46674,RS,PORTO VERA CRUZ,13,632,655
46675,RS,PORTO VERA CRUZ,14,2,0
46676,RS,PORTO VERA CRUZ,15,47,0
46677,RS,PORTO VERA CRUZ,16,0,0
46678,RS,PORTO VERA CRUZ,21,1,0
46679,RS,PORTO VERA CRUZ,22,661,727
46680,RS,PORTO VERA CRUZ,27,0,0
46681,RS,PORTO VERA CRUZ,30,0,0
46682,RS,PORTO VERA CRUZ,44,2,0
46683,RS,PORTO VERA CRUZ,80,0,0
46684,RS,PORTO XAVIER,12,106,0
46685,RS,PORTO XAVIER,13,3051,3010
46686,RS,PORTO XAVIER,14,2,0
46687,RS,PORTO XAVIER,15,163,0
46688,RS,PORTO XAVIER,16,0,0
46689,RS,PORTO XAVIER,21,1,0
46690,RS,PORTO XAVIER,22,2969,3319
46691,RS,PORTO XAVIER,27,0,0
46692,RS,PORTO XAVIER,30,13,0
46693,RS,PORTO XAVIER,44,12,0
46694,RS,PORTO XAVIER,80,2,0
46695,RS,PORTÃO,12,499,0
46696,RS,PORTÃO,13,7662,7692
46697,RS,PORTÃO,14,22,0
46698,RS,PORTÃO,15,776,0
46699,RS,PORTÃO,16,4,0
46700,RS,PORTÃO,21,2,0
46701,RS,PORTÃO,22,10859,12331
46702,RS,PORTÃO,27,3,0
46703,RS,PORTÃO,30,112,0
46704,RS,PORTÃO,44,56,0
46705,RS,PORTÃO,80,8,0
46706,RS,POUSO NOVO,12,30,0
46707,RS,POUSO NOVO,13,593,606
46708,RS,POUSO NOVO,14,1,0
46709,RS,POUSO NOVO,15,38,0
46710,RS,POUSO NOVO,16,0,0
46711,RS,POUSO NOVO,21,0,0
46712,RS,POUSO NOVO,22,698,772
46713,RS,POUSO NOVO,27,0,0
46714,RS,POUSO NOVO,30,0,0
46715,RS,POUSO NOVO,44,4,0
46716,RS,POUSO NOVO,80,0,0
46717,RS,POÇO DAS ANTAS,12,51,0
46718,RS,POÇO DAS ANTAS,13,445,458
46719,RS,POÇO DAS ANTAS,14,1,0
46720,RS,POÇO DAS ANTAS,15,131,0
46721,RS,POÇO DAS ANTAS,16,0,0
